,sentence,provenance,convention_civic,convention_domestic,convention_green,convention_industrial,convention_inspired,convention_market,convention_project,convention_renown
543,"caused and on any theory of liability, whether in contract, strict liability, * tell the owner of the endpoint to enforce ssl on their end and provide https.",github,0,0,0,0,0,1,0,0
544,"oksocket is a java library project designed to solve lightweight socket communication, in order to enable developers to focus more on business logic, rather than tcp communication principles and some protocols.",github,0,0,0,0,0,1,0,0
545,"buy it from amazon, it is not expensive ($72).",github,0,0,0,0,0,1,0,0
546,you will only have to pay amazon for using their storage.,github,0,0,0,0,0,1,0,0
547,"methods and the market dominant browser to execute js ensures we can save even the most * **alibaba cloud sms** a messaging service that covers the globe, alibaba sms provides convenient, efficient, and intelligent communication capabilities that help businesses quickly contact their customers.",github,0,0,0,0,0,1,0,0
548,golem is a decentralized marketplace for computing power.,github,0,0,0,0,0,1,0,0
549,> prophet is a python microframework for financial markets.,github,0,0,0,0,0,1,0,0
550,feel free to ask the author for a business proposal to customize yacy you can use your google account to sign to your chrome customized settings from other devices while retaining your the security of your passwords.,github,0,0,0,0,0,1,0,0
551,"in no event shall the authors or copyright holders be liable for any claim, damages or other liability, whether in an action of contract, tort or otherwise, arising from, out of or in connection with the software or the use or other dealings in the software.",github,0,0,0,0,0,1,0,0
552,"\\t vendor: sony corporation needless to say that all these money are charged by amazon itself, there is obviously no payment for using s3cmd : ) **oddjob** is an implant builder and c&c server that can deliver exploits for windows 2000 and later, also not detected by any av vendors * __link a list__ with customer information to another with order history, even without unique customer ids supports the further development of conversations is to buy the app in the the data in these secondary stores is often derived from the primary data through custom transformations, sometimes involving complex processing driven by business logic.",github,0,0,0,0,0,1,0,0
553,"> that the activation verification mechanism is designed specifically to rely on unique device identifiers that are associated with payment information at purchase and actively associated on a continuing basis by apple for every apple hosted service that the device interacts with (apple id based services, softwareupdate, imessage, facetime, etc.)",github,0,0,0,0,0,1,0,0
554,whether or not you need to enable it depends on how aggressive the non standard \\\'power saving\\\' features are that your phone vendor has built into the operating system.,github,0,0,0,0,0,1,0,0
555," any kind of act, activity or business that is expected to infringe upon intellectual property rights belonging to other people; where `darts` can be replaced by any customized architectures in `genotypes.py`.",github,0,0,0,0,0,1,0,0
556,"output for stock market multi dimensional multi sequential predictions: there are also 2 versions of pageturner available through the google play market which have access keys built in: in\\r case that the jurisdiction has no such laws, regulations, rules and\\r standards or its laws, regulations, rules and standards are\\r unenforceable, the individual or the legal entity are required to\\r comply with core international labor standards.\\r\\r 3. the individual or the legal entity shall not induce, suggest or force\\r its employee(s), whether full time or part time, or its independent\\r contractor(s), in any methods, to agree in oral or written form, to\\r directly or indirectly restrict, weaken or relinquish his or her\\r rights or remedies under such laws, regulations, rules and standards\\r relating to labor and employment as mentioned above, no matter whether\\r such written or oral agreements are enforceable under the laws of the\\r said jurisdiction, nor shall such individual or the legal entity\\r limit, in any methods, the rights of its employee(s) or independent\\r contractor(s) from reporting or complaining to the copyright holder or\\r relevant authorities monitoring the compliance of the license about\\r its violation(s) of the said license.\\r\\r the licensed work is provided ""as is"", without warranty of any kind,\\r express or implied, including but not limited to the warranties of\\r merchantability, fitness for a particular purpose and noninfringement.\\r in no event shall the copyright holder be liable for any claim,\\r damages or other liability, whether in an action of contract, tort or\\r otherwise, arising from, out of or in any way connection with the\\r licensed work or the use or other dealings in the licensed work.\\r\''",github,0,0,0,0,0,1,0,0
557,justifications based on the market [ market worth] arguments involving market justifications evaluate worth based on the price or economic value of goods and services in a competitive market.,sci_article,0,0,0,0,0,1,0,0
558,relevant pieces of evidence brought in support of these arguments only qualify for market justifications as long as they can be treated as exchangeable goods or services.,sci_article,0,0,0,0,0,1,0,0
559,"these justifications consider the worth of things only in terms of price, and support a very short term construction of time in which the market competition test is the basis for evaluation.",sci_article,0,0,0,0,0,1,0,0
560,"market arguments for the projects in dispute in our cases might include, for example, claims that the project will boost revenue for a region s commercial areas, or that it is the cheapest method of providing a service for which there is demand.",sci_article,0,0,0,0,0,1,0,0
561,"in general, the use of market arguments are more common and well developed in the united states case.",sci_article,0,0,0,0,0,1,0,0
