text	confidence_value	confidence_level	data_provenance
Compared with existing results on Markov systems which are obtained by separately using mode-dependent and mode-independent methods, our result has great flexibility in practical applications.	0.02201279252767563	Medium	Semantic Scholar
This paper is concerned with the remote state estimator design problem for a class of discrete neural networks under communication bandwidth constraints.	0.022739406675100327	Medium	Semantic Scholar
A UKF-based state estimator is developed to cope with the nonlinear activation functions in the neural networks subject to the communication constraints.	0.011384441517293453	Medium	Semantic Scholar
Sufficient conditions are established under which the error dynamics of the state estimation is exponentially bounded in mean square.	0.012203820049762726	Medium	Semantic Scholar
This review focuses on the modeling and inference approaches that have been recently developed to describe the correlated spiking activity of populations of neurons.	0.024375824257731438	Medium	Semantic Scholar
We discuss the advantages and drawbacks or each method, as well as the computational challenges related to their application to recordings of ever larger populations.	0.011294711381196976	Medium	Semantic Scholar
The paper cites a significant fraction of the literature on CP/OR integration and concludes with future perspectives.	0.02283897064626217	Medium	Semantic Scholar
This paper proposes a novel game-theoretical autonomous decision-making framework to address a task allocation problem for a swarm of multiple agents.	0.020820092409849167	Medium	Semantic Scholar
The algorithm is simple and executable based on local interactions with neighbor agents under a strongly connected communication network and even in asynchronous environments.	0.015241592191159725	Medium	Semantic Scholar
To understand the essential motivational representations of neural activity, neurodynamics is an important question in cognitive system research.	0.021936684846878052	Medium	Semantic Scholar
This paper is to investigate Mittag-Leffler stability of a class of fractional-order neural networks in the presence of generalized piecewise constant arguments.	0.032199397683143616	Medium	Semantic Scholar
The main emphasis will be then on several sufficient conditions to guarantee a unique equilibrium point.	0.02221793681383133	Medium	Semantic Scholar
The established results are based on the theories of fractional differential equation and differential equation with generalized piecewise constant arguments.	0.012809124775230885	Medium	Semantic Scholar
The derived criteria improve and extend the existing related results.	0.00926271267235279	Medium	Semantic Scholar
We also demonstrate the relevance of a slightly lower intrinsic frequency of the receiving site for this scenario.	0.007222434505820274	Medium	Semantic Scholar
Moreover, we discuss conditions for a transition from bottom-up to top-down driven phase locking.	0.016425343230366707	Medium	Semantic Scholar
We validate the proposed approach by performing an experimental study with five participants in a guided lane, keeping task under different interaction behaviors of participants.	0.02050682157278061	Medium	Semantic Scholar
The results show the system capability to adapt the control input based on the driver's acceptance on the torque intervention.	0.007315513677895069	Medium	Semantic Scholar
The proposed method is experimentally validated using Autonomous Surface Vehicles communicating over Wi-Fi.	0.01102563738822937	Medium	Semantic Scholar
This representation allows direct integration of the asynchronous events with microsecond accuracy and the inertial measurements at high frequency.	0.015551399439573288	Medium	Semantic Scholar
We also show that both the map orientation and scale can be recovered accurately by fusing events and inertial data.	0.012100876308977604	Medium	Semantic Scholar
To the best of our knowledge, this is the first work on visual-inertial fusion with event cameras using a continuous-time framework.	0.015139570459723473	Medium	Semantic Scholar
Deep learning involves a difficult nonconvex optimization problem with a large number of weights between any two adjacent layers of a deep structure.	0.018442479893565178	Medium	Semantic Scholar
In particular, the communication and the synchronization cost may become a bottleneck.	0.008547445759177208	Medium	Semantic Scholar
In this letter, we focus on situations where the model is distributedly stored and propose a novel distributed Newton method for training deep neural networks.	0.016793251037597656	Medium	Semantic Scholar
Third, to reduce the synchronization cost, we terminate the process of finding an approximate Newton direction even though some nodes have not finished their tasks.	0.01529280561953783	Medium	Semantic Scholar
Details of some implementation issues in distributed environments are thoroughly investigated.	0.022074474021792412	Medium	Semantic Scholar
Experiments demonstrate that the proposed method is effective for the distributed training of deep neural networks.	0.012391898781061172	Medium	Semantic Scholar
These people use social media to request information and help in situations where time is a critical commodity.	0.01844090409576893	Medium	Semantic Scholar
